cmdb数据库SN,交付清单SN,猎豹SN,BMC界面SN,飞书云文档SN,主机名,别名,带外地址,带内地址,是否一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0059,GOG4X8312A0059,GOG4X8312A0059,GOG4X8312A0059,MDC-DH1W-N27-POD2-GPU-254,hgx510,10.240.9.255,10.240.3.126,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0063,GOG4X8312A0063,GOG4X8312A0063,GOG4X8312A0063,MDC-DH1W-N28-POD2-GPU-255,hgx511,10.240.10.1,10.240.3.127,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0124,GOG4X8312A0124,GOG4X8312A0124,GOG4X8312A0124,MDC-DH1W-N29-POD2-GPU-256,hgx512,10.240.10.2,10.240.3.128,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0180,GOG4X8312A0180,GOG4X8312A0180,GOG4X8312A0180,MDC-DH1E-A01-POD3-GPU-001,hgx513,10.240.10.3,10.240.4.1,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0067,GOG4X8312A0067,GOG4X8312A0067,GOG4X8312A0067,MDC-DH1E-A02-POD3-GPU-002,hgx514,10.240.10.4,10.240.4.2,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0114,GOG4X8312A0114,GOG4X8312A0114,GOG4X8312A0114,MDC-DH1E-A03-POD3-GPU-003,hgx515,10.240.10.5,10.240.4.3,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0183,GOG4X8312A0183,GOG4X8312A0183,GOG4X8312A0183,MDC-DH1E-A04-POD3-GPU-004,hgx516,10.240.10.6,10.240.4.4,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0104,GOG4X8312A0104,GOG4X8312A0104,GOG4X8312A0104,MDC-DH1E-A05-POD3-GPU-005,hgx517,10.240.10.7,10.240.4.5,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0148,GOG4X8312A0148,GOG4X8312A0148,GOG4X8312A0148,MDC-DH1E-A06-POD3-GPU-006,hgx518,10.240.10.8,10.240.4.6,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0045,GOG4X8312A0045,GOG4X8312A0045,GOG4X8312A0045,MDC-DH1E-B01-POD3-GPU-007,hgx519,10.240.10.9,10.240.4.7,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0156,GOG4X8312A0156,GOG4X8312A0156,GOG4X8312A0156,MDC-DH1E-B02-POD3-GPU-008,hgx520,10.240.10.10,10.240.4.8,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0077,GOG4X8312A0077,GOG4X8312A0077,GOG4X8312A0077,MDC-DH1E-B03-POD3-GPU-009,hgx521,10.240.10.11,10.240.4.9,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0192,GOG4X8312A0192,GOG4X8312A0192,GOG4X8312A0192,MDC-DH1E-B04-POD3-GPU-010,hgx522,10.240.10.12,10.240.4.10,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0193,GOG4X8312A0193,GOG4X8312A0193,GOG4X8312A0193,MDC-DH1E-B05-POD3-GPU-011,hgx523,10.240.10.13,10.240.4.11,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0184,GOG4X8312A0184,GOG4X8312A0184,GOG4X8312A0184,MDC-DH1E-B06-POD3-GPU-012,hgx524,10.240.10.14,10.240.4.12,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0175,GOG4X8312A0175,GOG4X8312A0175,GOG4X8312A0175,MDC-DH1E-C01-POD3-GPU-013,hgx525,10.240.10.15,10.240.4.13,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0032,GOG4X8312A0032,GOG4X8312A0032,GOG4X8312A0032,MDC-DH1E-C02-POD3-GPU-014,hgx526,10.240.10.16,10.240.4.14,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0002,GOJ4X8312A0002,GOJ4X8312A0002,GOJ4X8312A0002,MDC-DH1E-C03-POD3-GPU-015,hgx527,10.240.10.17,10.240.4.15,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0069,GOJ4X8312A0069,GOJ4X8312A0069,GOJ4X8312A0069,MDC-DH1E-C04-POD3-GPU-016,hgx528,10.240.10.18,10.240.4.16,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0011,GOH4X8312A0011,GOH4X8312A0011,GOH4X8312A0011,MDC-DH1E-C05-POD3-GPU-017,hgx529,10.240.10.19,10.240.4.17,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0014,GOJ4X8312A0014,GOJ4X8312A0014,GOJ4X8312A0014,MDC-DH1E-C06-POD3-GPU-018,hgx530,10.240.10.20,10.240.4.18,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0007,GOJ4X8312A0007,GOJ4X8312A0007,GOJ4X8312A0007,MDC-DH1E-D01-POD3-GPU-019,hgx531,10.240.10.21,10.240.4.19,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0052,GOI4X8312A0052,GOI4X8312A0052,GOI4X8312A0052,MDC-DH1E-D02-POD3-GPU-020,hgx532,10.240.10.22,10.240.4.20,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0199,GOH4X8312A0199,GOH4X8312A0199,GOH4X8312A0199,MDC-DH1E-D03-POD3-GPU-021,hgx533,10.240.10.23,10.240.4.21,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0015,GOJ4X8312A0015,GOJ4X8312A0015,GOJ4X8312A0015,MDC-DH1E-D04-POD3-GPU-022,hgx534,10.240.10.24,10.240.4.22,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0194,GOG4X8312A0194,GOG4X8312A0194,GOG4X8312A0194,MDC-DH1E-D05-POD3-GPU-023,hgx535,10.240.10.25,10.240.4.23,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0068,GOJ4X8312A0068,GOJ4X8312A0068,GOJ4X8312A0068,MDC-DH1E-D06-POD3-GPU-024,hgx536,10.240.10.26,10.240.4.24,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0138,GOI4X8312A0138,GOI4X8312A0138,GOI4X8312A0138,MDC-DH1E-E01-POD3-GPU-025,hgx537,10.240.10.27,10.240.4.25,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0090,GOI4X8312A0090,GOI4X8312A0090,GOI4X8312A0090,MDC-DH1E-E02-POD3-GPU-026,hgx538,10.240.10.28,10.240.4.26,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0044,GOI4X8312A0044,GOI4X8312A0044,GOI4X8312A0044,MDC-DH1E-E03-POD3-GPU-027,hgx539,10.240.10.29,10.240.4.27,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0056,GOJ4X8312A0056,GOJ4X8312A0056,GOJ4X8312A0056,MDC-DH1E-E04-POD3-GPU-028,hgx540,10.240.10.30,10.240.4.28,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0113,GOH4X8312A0113,GOH4X8312A0113,GOH4X8312A0113,MDC-DH1E-E05-POD3-GPU-029,hgx541,10.240.10.31,10.240.4.29,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0067,GOJ4X8312A0067,GOJ4X8312A0067,GOJ4X8312A0067,MDC-DH1E-E06-POD3-GPU-030,hgx542,10.240.10.32,10.240.4.30,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0021,GOJ4X8312A0021,GOJ4X8312A0021,GOJ4X8312A0021,MDC-DH1E-F01-POD3-GPU-031,hgx543,10.240.10.33,10.240.4.31,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0057,GOJ4X8312A0057,GOJ4X8312A0057,GOJ4X8312A0057,MDC-DH1E-F02-POD3-GPU-032,hgx544,10.240.10.34,10.240.4.32,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0036,GOJ4X8312A0036,GOJ4X8312A0036,GOJ4X8312A0036,MDC-DH1E-F03-POD3-GPU-033,hgx545,10.240.10.35,10.240.4.33,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0011,GOJ4X8312A0011,GOJ4X8312A0011,GOJ4X8312A0011,MDC-DH1E-F04-POD3-GPU-034,hgx546,10.240.10.36,10.240.4.34,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0034,GOI4X8312A0034,GOI4X8312A0034,GOI4X8312A0034,MDC-DH1E-F05-POD3-GPU-035,hgx547,10.240.10.37,10.240.4.35,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0058,GOJ4X8312A0058,GOJ4X8312A0058,GOJ4X8312A0058,MDC-DH1E-F06-POD3-GPU-036,hgx548,10.240.10.38,10.240.4.36,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0140,GOH4X8312A0140,GOH4X8312A0140,GOH4X8312A0140,MDC-DH1E-I01-POD3-GPU-037,hgx549,10.240.10.39,10.240.4.37,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0152,GOH4X8312A0152,GOH4X8312A0152,GOH4X8312A0152,MDC-DH1E-I02-POD3-GPU-038,hgx550,10.240.10.40,10.240.4.38,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0075,GOH4X8312A0075,GOH4X8312A0075,GOH4X8312A0075,MDC-DH1E-I03-POD3-GPU-039,hgx551,10.240.10.41,10.240.4.39,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0129,GOH4X8312A0129,GOH4X8312A0129,GOH4X8312A0129,MDC-DH1E-I04-POD3-GPU-040,hgx552,10.240.10.42,10.240.4.40,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0074,GOI4X8312A0074,GOI4X8312A0074,GOI4X8312A0074,MDC-DH1E-I05-POD3-GPU-041,hgx553,10.240.10.43,10.240.4.41,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0057,GOI4X8312A0057,GOI4X8312A0057,GOI4X8312A0057,MDC-DH1E-I06-POD3-GPU-042,hgx554,10.240.10.44,10.240.4.42,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0141,GOI4X8312A0141,GOI4X8312A0141,GOI4X8312A0141,MDC-DH1E-J01-POD3-GPU-043,hgx555,10.240.10.45,10.240.4.43,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0017,GOH4X8312A0017,GOH4X8312A0017,GOH4X8312A0017,MDC-DH1E-J02-POD3-GPU-044,hgx556,10.240.10.46,10.240.4.44,一致,,,,,,,,,,,,,,,,,
,GOG3X7512A0005,GOG3X7512A0005,GOG3X7512A0005,GOG3X7512A0005,MDC-DH1E-J03-POD3-GPU-045,hgx557,10.240.10.47,10.240.4.45,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0024,GOG4X8312A0024,GOG4X8312A0024,GOG4X8312A0024,MDC-DH1E-J04-POD3-GPU-046,hgx558,10.240.10.48,10.240.4.46,一致,,,,,,,,,,,,,,,,,
,GOG3X7512A0002,GOG3X7512A0002,GOG3X7512A0002,GOG3X7512A0002,MDC-DH1E-J05-POD3-GPU-047,hgx559,10.240.10.49,10.240.4.47,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0078,GOH4X8312A0078,GOH4X8312A0078,GOH4X8312A0078,MDC-DH1E-J06-POD3-GPU-048,hgx560,10.240.10.50,10.240.4.48,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0018,GOH4X8312A0018,GOH4X8312A0018,GOH4X8312A0018,MDC-DH1E-K01-POD3-GPU-049,hgx561,10.240.10.51,10.240.4.49,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0095,GOH4X8312A0095,GOH4X8312A0095,GOH4X8312A0095,MDC-DH1E-K02-POD3-GPU-050,hgx562,10.240.10.52,10.240.4.50,一致,,,,,,,,,,,,,,,,,
,GOG3X7512A0007,GOG3X7512A0007,GOG3X7512A0007,GOG3X7512A0007,MDC-DH1E-K03-POD3-GPU-051,hgx563,10.240.10.53,10.240.4.51,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0149,GOH4X8312A0149,GOH4X8312A0149,GOH4X8312A0149,MDC-DH1E-K04-POD3-GPU-052,hgx564,10.240.10.54,10.240.4.52,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0082,GOH4X8312A0082,GOH4X8312A0082,GOH4X8312A0082,MDC-DH1E-K05-POD3-GPU-053,hgx565,10.240.10.55,10.240.4.53,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0094,GOH4X8312A0094,GOH4X8312A0094,GOH4X8312A0094,MDC-DH1E-K06-POD3-GPU-054,hgx566,10.240.10.56,10.240.4.54,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0107,GOI4X8312A0107,GOI4X8312A0107,GOI4X8312A0107,MDC-DH1W-A01-POD3-GPU-055,hgx567,10.240.10.57,10.240.4.55,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0081,GOH4X8312A0081,GOH4X8312A0081,GOH4X8312A0081,MDC-DH1W-A02-POD3-GPU-056,hgx568,10.240.10.58,10.240.4.56,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0053,GOH4X8312A0053,GOH4X8312A0053,GOH4X8312A0053,MDC-DH1W-A03-POD3-GPU-057,hgx569,10.240.10.59,10.240.4.57,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0016,GOI4X8312A0016,GOI4X8312A0016,GOI4X8312A0016,MDC-DH1W-A04-POD3-GPU-058,hgx570,10.240.10.60,10.240.4.58,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0027,GOI4X8312A0027,GOI4X8312A0027,GOI4X8312A0027,MDC-DH1W-A05-POD3-GPU-059,hgx571,10.240.10.61,10.240.4.59,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0146,GOI4X8312A0146,GOI4X8312A0146,GOI4X8312A0146,MDC-DH1W-A06-POD3-GPU-060,hgx572,10.240.10.62,10.240.4.60,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0157,GOH4X8312A0157,GOH4X8312A0157,GOH4X8312A0157,MDC-DH1W-B01-POD3-GPU-061,hgx573,10.240.10.63,10.240.4.61,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0062,GOI4X8312A0062,GOI4X8312A0062,GOI4X8312A0062,MDC-DH1W-B02-POD3-GPU-062,hgx574,10.240.10.64,10.240.4.62,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0120,GOI4X8312A0120,GOI4X8312A0120,GOI4X8312A0120,MDC-DH1W-B03-POD3-GPU-063,hgx575,10.240.10.65,10.240.4.63,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0147,GOI4X8312A0147,GOI4X8312A0147,GOI4X8312A0147,MDC-DH1W-B04-POD3-GPU-064,hgx576,10.240.10.66,10.240.4.64,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0030,GOI4X8312A0030,GOI4X8312A0030,GOI4X8312A0030,MDC-DH1W-B05-POD3-GPU-065,hgx577,10.240.10.67,10.240.4.65,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0139,GOH4X8312A0139,GOH4X8312A0139,GOH4X8312A0139,MDC-DH1W-B06-POD3-GPU-066,hgx578,10.240.10.68,10.240.4.66,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0126,GOH4X8312A0126,GOH4X8312A0126,GOH4X8312A0126,MDC-DH1W-C01-POD3-GPU-067,hgx579,10.240.10.69,10.240.4.67,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0139,GOI4X8312A0139,GOI4X8312A0139,GOI4X8312A0139,MDC-DH1W-C02-POD3-GPU-068,hgx580,10.240.10.70,10.240.4.68,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0091,GOH4X8312A0091,GOH4X8312A0091,GOH4X8312A0091,MDC-DH1W-C03-POD3-GPU-069,hgx581,10.240.10.71,10.240.4.69,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0184,GOH4X8312A0184,GOH4X8312A0184,GOH4X8312A0184,MDC-DH1W-C04-POD3-GPU-070,hgx582,10.240.10.72,10.240.4.70,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0162,GOH4X8312A0162,GOH4X8312A0162,GOH4X8312A0162,MDC-DH1W-C05-POD3-GPU-071,hgx583,10.240.10.73,10.240.4.71,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0037,GOG4X8312A0037,GOG4X8312A0037,GOG4X8312A0037,MDC-DH1W-C06-POD3-GPU-072,hgx584,10.240.10.74,10.240.4.72,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0123,GOI4X8312A0123,GOI4X8312A0123,GOI4X8312A0123,MDC-DH1W-D01-POD3-GPU-073,hgx585,10.240.10.75,10.240.4.73,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0017,GOI4X8312A0017,GOI4X8312A0017,GOI4X8312A0017,MDC-DH1W-D02-POD3-GPU-074,hgx586,10.240.10.76,10.240.4.74,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0065,GOI4X8312A0065,GOI4X8312A0065,GOI4X8312A0065,MDC-DH1W-D03-POD3-GPU-075,hgx587,10.240.10.77,10.240.4.75,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0081,GOI4X8312A0081,GOI4X8312A0081,GOI4X8312A0081,MDC-DH1W-D04-POD3-GPU-076,hgx588,10.240.10.78,10.240.4.76,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0085,GOI4X8312A0085,GOI4X8312A0085,GOI4X8312A0085,MDC-DH1W-D05-POD3-GPU-077,hgx589,10.240.10.79,10.240.4.77,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0125,GOI4X8312A0125,GOI4X8312A0125,GOI4X8312A0125,MDC-DH1W-D06-POD3-GPU-078,hgx590,10.240.10.80,10.240.4.78,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0010,GOH4X8312A0010,GOH4X8312A0010,GOH4X8312A0010,MDC-DH1W-E01-POD3-GPU-079,hgx591,10.240.10.81,10.240.4.79,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0125,GOH4X8312A0125,GOH4X8312A0125,GOH4X8312A0125,MDC-DH1W-E02-POD3-GPU-080,hgx592,10.240.10.82,10.240.4.80,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0156,GOH4X8312A0156,GOH4X8312A0156,GOH4X8312A0156,MDC-DH1W-E03-POD3-GPU-081,hgx593,10.240.10.83,10.240.4.81,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0110,GOI4X8312A0110,GOI4X8312A0110,GOI4X8312A0110,MDC-DH1W-E04-POD3-GPU-082,hgx594,10.240.10.84,10.240.4.82,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0071,GOI4X8312A0071,GOI4X8312A0071,GOI4X8312A0071,MDC-DH1W-E05-POD3-GPU-083,hgx595,10.240.10.85,10.240.4.83,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0082,GOI4X8312A0082,GOI4X8312A0082,GOI4X8312A0082,MDC-DH1W-E06-POD3-GPU-084,hgx596,10.240.10.86,10.240.4.84,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0177,GOH4X8312A0177,GOH4X8312A0177,GOH4X8312A0177,MDC-DH1W-F01-POD3-GPU-085,hgx597,10.240.10.87,10.240.4.85,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0187,GOH4X8312A0187,GOH4X8312A0187,GOH4X8312A0187,MDC-DH1W-F02-POD3-GPU-086,hgx598,10.240.10.88,10.240.4.86,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0028,GOI4X8312A0028,GOI4X8312A0028,GOI4X8312A0028,MDC-DH1W-F03-POD3-GPU-087,hgx599,10.240.10.89,10.240.4.87,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0174,GOH4X8312A0174,GOH4X8312A0174,GOH4X8312A0174,MDC-DH1W-F04-POD3-GPU-088,hgx600,10.240.10.90,10.240.4.88,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0140,GOI4X8312A0140,GOI4X8312A0140,GOI4X8312A0140,MDC-DH1W-F05-POD3-GPU-089,hgx601,10.240.10.91,10.240.4.89,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0117,GOH4X8312A0117,GOH4X8312A0117,GOH4X8312A0117,MDC-DH1W-F06-POD3-GPU-090,hgx602,10.240.10.92,10.240.4.90,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0129,GOI4X8312A0129,GOI4X8312A0129,GOI4X8312A0129,MDC-DH1W-I01-POD3-GPU-091,hgx603,10.240.10.93,10.240.4.91,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0159,GOH4X8312A0159,GOH4X8312A0159,GOH4X8312A0159,MDC-DH1W-I02-POD3-GPU-092,hgx604,10.240.10.94,10.240.4.92,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0025,GOH4X8312A0025,GOH4X8312A0025,GOH4X8312A0025,MDC-DH1W-I03-POD3-GPU-093,hgx605,10.240.10.95,10.240.4.93,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0002,GOH4X8312A0002,GOH4X8312A0002,GOH4X8312A0002,MDC-DH1W-I04-POD3-GPU-094,hgx606,10.240.10.96,10.240.4.94,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0088,GOH4X8312A0088,GOH4X8312A0088,GOH4X8312A0088,MDC-DH1W-I05-POD3-GPU-095,hgx607,10.240.10.97,10.240.4.95,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0022,GOH4X8312A0022,GOH4X8312A0022,GOH4X8312A0022,MDC-DH1W-I06-POD3-GPU-096,hgx608,10.240.10.98,10.240.4.96,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0029,GOH4X8312A0029,GOH4X8312A0029,GOH4X8312A0029,MDC-DH1W-J01-POD3-GPU-097,hgx609,10.240.10.99,10.240.4.97,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0154,GOH4X8312A0154,GOH4X8312A0154,GOH4X8312A0154,MDC-DH1W-J02-POD3-GPU-098,hgx610,10.240.10.100,10.240.4.98,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0013,GOH4X8312A0013,GOH4X8312A0013,GOH4X8312A0013,MDC-DH1W-J03-POD3-GPU-099,hgx611,10.240.10.101,10.240.4.99,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0134,GOI4X8312A0134,GOI4X8312A0134,GOI4X8312A0134,MDC-DH1W-J04-POD3-GPU-100,hgx612,10.240.10.102,10.240.4.100,一致,,,,,,,1,,,,,,,,,,
,GOI4X8312A0067,GOI4X8312A0067,GOI4X8312A0067,GOI4X8312A0067,MDC-DH1W-J05-POD3-GPU-101,hgx613,10.240.10.103,10.240.4.101,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0112,GOH4X8312A0112,GOH4X8312A0112,GOH4X8312A0112,MDC-DH1W-J06-POD3-GPU-102,hgx614,10.240.10.104,10.240.4.102,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0167,GOH4X8312A0167,GOH4X8312A0167,GOH4X8312A0167,MDC-DH1W-K01-POD3-GPU-103,hgx615,10.240.10.105,10.240.4.103,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0056,GOG5NV412A0004,GOG5NV412A0004,GOG5NV412A0004,MDC-DH1W-K02-POD3-GPU-104,hgx616,10.240.10.106,10.240.4.104,不一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0036,GOH4X8312A0036,GOH4X8312A0036,GOH4X8312A0036,MDC-DH1W-K03-POD3-GPU-105,hgx617,10.240.10.107,10.240.4.105,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0052,GOH4X8312A0052,GOH4X8312A0052,GOH4X8312A0052,MDC-DH1W-K04-POD3-GPU-106,hgx618,10.240.10.108,10.240.4.106,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0003,GOJ4X8312A0003,GOJ4X8312A0003,GOJ4X8312A0003,MDC-DH1W-K05-POD3-GPU-107,hgx619,10.240.10.109,10.240.4.107,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0135,GOG4X8312A0135,GOG4X8312A0135,GOG4X8312A0135,MDC-DH1W-K06-POD3-GPU-108,hgx620,10.240.10.110,10.240.4.108,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0155,GOG4X8312A0155,GOG4X8312A0155,GOG4X8312A0155,MDC-DH1W-L01-POD3-GPU-109,hgx621,10.240.10.111,10.240.4.109,一致,,,,,,,,,,,,,,,,,
,GOI4X8312A0083,GOI4X8312A0083,GOI4X8312A0083,GOI4X8312A0083,MDC-DH1W-L02-POD3-GPU-110,hgx622,10.240.10.112,10.240.4.110,一致,,,,,,,,,,,,,,,,,
,GOH4X8312A0028,GOH4X8312A0028,GOH4X8312A0028,GOH4X8312A0028,MDC-DH1W-L03-POD3-GPU-111,hgx623,10.240.10.113,10.240.4.111,一致,,,,,,,,,,,,,,,,,
,GOJ4X8312A0028,GOJ4X8312A0028,GOJ4X8312A0028,GOJ4X8312A0028,MDC-DH1W-L04-POD3-GPU-112,hgx624,10.240.10.114,10.240.4.112,一致,,,,,,,,,,,,,,,,,
,GOG4X8312A0134,GOG4X8312A0134,GOG4X8312A0134,GOG4X8312A0134,MDC-DH1W-L05-POD3-GPU-113,hgx625,10.240.10.115,10.240.4.113,一致,,,,,,,,,,,,,,,,,
,,,,GOG4X8312A0127,备用gpu服务器,,,,不一致,,,,,,,,,,,,,,,,,
,,,,GOG4X8312A0017,备用gpu服务器,,,,不一致,,,,,,,1,,,,,,,,,,
